ID,Order,Suborder,Superfamily,Family,Subfamily,Tribu,Subtribu,GenusOriginal,Genus,Subgenus,Species,Subspecies,Author,Year,Type,Stage,Validity,Rejections,Accessions,Citation,Host,HostOrgan,Locality,City,Country,Continent,LATD,LOND,CollectionDate,Collector,CollectionMethod,Taxonomist,DateDetermination,Institution,Observations,Order
CIP-1005-06,Hymenoptera,Apocrita,Formicoidea,Formicidae,,,,,,,,,,,,,,,1,,,,T4 - F4,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1240
CIP-1005-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Prosopochaeta,,anomala ,,Aldrich,1934,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Brassica campestri,1241
CIP-1006-06,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,,,,,,,,,,,,,,,1,,,,T4 - F4,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1242
CIP-1006-07,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 22,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons andicola,1243
CIP-1007-06,Coleoptera,Polyphaga,Cucujoidea,Corylophidae,,,,,,,,,,,,,,,1,,,,T4 - F4,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1244
CIP-1007-07,Diptera,Brachycera,Oestroidea ,Sarcophagidae,,,,,,,sp. 16,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons andicola,1245
CIP-1008-06,Diptera,Brachycera,Oestroidea,Tachinidae,Dexiinae,Dexiini,,,Billaea,,sp. 4,,,,,,,1,1,,,,T4 - F4,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,"Woodley, E.",7-Feb-07,"Research Entomologist, SEL",Trapped insects,1246
CIP-1008-07,Diptera,Brachycera,Oestroidea ,Sarcophagidae,,,,,,,sp. 1,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons andicola,1247
CIP-1009-06,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1248
CIP-1009-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Echinopyrrhosia,,sp.,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,6-May-06,"Rojas, J.",,Monty Wood,24-Feb-11,,Brassica sp,1249
CIP-101-04,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Eristaliini,Eristalina,,Eristalis,,cerca vinatorum,,Wiedemann,1830,,,,,1,,Manzanilla,,Ica,Ica,Perú,America del Sur,,,14-Nov-69,"Valencia, L. ",,"Knutson, L.",1971,,En maleza de manzanilla,1250
CIP-101-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 11,,,,,,,,2,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1251
CIP-101-07,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Cylydrorhinini ,,,Cylydrorhinus,,sp. 3,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,7-May-06,"Cañedo, V.",,,,,JR-196-006,1252
CIP-101-08,Coleoptera,Polyphaga,Scarabaeoidea,Passalidae,,,,,,,sp 2,,,,,,,,14,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1253
CIP-101-88,Hemiptera,Heteroptera,Miroidea,Miridae,,,,,Horciasinus,,signoreti,,,,,,,,2,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-089-85 ex camote,1254
CIP-101-89,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Cotesia,,sp.,,,,,,,,,,Tomato,,La Molina,Lima,Perú,America del Sur,,,11-Mar-83,"Palacios, M.",,"Marsh, P. M. ",20-Apr-83,,CIP 07-83 antes aporteles paphi de la larva de sphuydae en tomate,1255
CIP-101-90,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Apanteles,,sp.,,,,,,,4,5,,Sweetpotato,,Vitarte,Lima,Perú,America del Sur,,,18-May-89,"Urquizo, E.",,"Marsh, P. M. ",2-Jan-91,,Parasitoide de agrius singulatus camote,1256
CIP-101-94,Hymenoptera,Apocrita,Chalcidoidea,Chalcididae,,,,,,,,,,,,,,,,,,,,,,,,,26-Oct-83,,,,,,Parasito de papa Sorobipulpula absoluta tomaterio,1257
CIP-1010-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1258
CIP-1010-07,Diptera,Brachycera,Muscoidea,Scathophagidae,,,,,,,sp. 2,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,7-May-07,"Rojas, J.",,,,,Materia organica,1259
CIP-1011-06,Diptera,Nematocera,Sciaroidea,Sciaridae,,,,,,,,,,,,,,,2,,,,Kari,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1260
CIP-1011-07,Diptera,Brachycera,Muscoidea,Scathophagidae,,,,,,,sp. 1,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Materia organica,1261
CIP-1012-06,Diptera,Brachycera,Tephritoidea,Tephritidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1262
CIP-1012-07,Diptera,Brachycera,Asiloidea,Bombyliidae,Exoprosopinae,,,,,,sp. 3,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,6-May-06,"Rojas, J.",,,6-May-06,,Brassica campestri,1263
CIP-1013-06,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,18-Nov-99,"Malangi, N. ",,,,,Trapped insects,1264
CIP-1013-07,Diptera,Brachycera,Oestroidea,Tachinidae,Tachininae,Tachinini,,,Peleteria,,sp. 2,,,,,,,,1,,,,Rieran,Huancayo,Perú,America del Sur,,,7-May-06,"Rojas, J.",,,,,Bidons andicola,1265
CIP-1014-06,Hymenoptera,Apocrita,Tenthredinoidea,Tenthredinidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,Trapped insects,1266
CIP-1014-07,Hymenoptera,Symphyta,Pamphilioidea,Pamphiliidae,,,,,,,sp. 9,,,,,,,,1,,,,Vicso,Junín,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Senecio Rudloeckiaefalius,1267
CIP-1015-06,Diptera,Nematocera,Bibionoidea,Bibionidae,Bibioninae,,,,Dilophus,,sp.,,,,,,,1,4,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,"Thompson, C. ",8-Feb-07,"Research Entomologist, SEL",Trapped insects,1268
CIP-1015-07,Hymenoptera,Apocrita,Apoidea,Halictidae,,,,,,,sp. 3,,,,,,,,1,,,,Vicso,Junín,Perú,America del Sur,,,25-Apr-06,"Rojas, J.",,,,,Brassica campestri,1269
CIP-1016-06,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,,,,,,,,,,,,,,,2,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1270
CIP-1016-07,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,sp. 21,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Salamacea Campahalacea,1271
CIP-1017-06,Diptera,Nematocera,Sciaroidea,Sciaridae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1272
CIP-1017-07,Hymenoptera,Apocrita,Formicoidea,Formicidae,,,,,,,sp. 4,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Solanacea Campahulacea,1273
CIP-1018-06,Hymenoptera,Apocrita,Tenthredinoidea,Tenthredinidae,Allantinae ,,,,Athalia,,excisa,,Koch,2006,,,,,2,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,3-Apr-07,,Trapped insects,1274
CIP-1018-07,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,sp. 1,,,,,,,,1,,,,Vicso,Junín,Perú,America del Sur,,,11-Aug-06,"Rojas, J.",,,,,Brassica campetri,1275
CIP-1019-06,Hymenoptera,Apocrita,Formicoidea,Formicidae,,,,,,,,,,,,,,,1,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,,,Trapped insects,1276
CIP-1019-07,Thysanoptera,Terebrantia,,Thripidae,,,,,,,sp. 3,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Salanacea  Campahulacea,1277
CIP-102-04,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,,Allograpta,,exotica,,(Wiedemann) ,1830,,,,,1,,Cebada,,San Camilo,Ica,Perú,America del Sur,,,1-Aug-70,Noriega,,"Knutson, L.",1971,,En cultivo de cebada,1278
CIP-102-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 11,,,,,,,,1,,,,Paraccho,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",,,,,Tratamiento Malaise,1279
CIP-102-07,Orthoptera,Ensifera,Tettigonioidea,Tettigoniidae,,,,,,,sp. 2,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,1-Aug-06,"Cañedo, V.",,,,,Tagetes sp,1280
CIP-102-08,Coleoptera,Polyphaga,Chrysomeloidea,Cerambycidae,,,,,,,sp.1,,,,,,,,1,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1281
CIP-102-88,Hemiptera,Heteroptera,Miroidea,Miridae,Mirinae,Stenodemini,,,Collaria,,sp.,,,,,,,5,9,,,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,"Henry, T. J. ",14-Jun-89,,CIP-090-85 ex camote,1282
CIP-102-89,Hemiptera,Sternorrhyncha,Coccoidea,Pseudococcidae,Phenacoccinae,,,,Phenacoccus,,sp.,,,,,,,,,,Potato,,San Ramon,Huancayo,Perú,America del Sur,,,21-Mar-83,"Palacios, M.",,"Miller, D. R.",8-Jun-83,,Ex potato CIP 008-83,1283
CIP-102-90,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,Microgastrinae,,,,Apanteles,,sp.,,,,,,,4,6,,Sweetpotato,,Vitarte,Lima,Perú,America del Sur,,,1-Oct-89,"Urquizo, E.",,"Marsh, P. M. ",2-Jan-91,,Parasitoide de bedellia xxxxx,1284
CIP-102-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26-Sep-83,,,,,,Parasito de larva de scrobipelpula absoluta tomaterio,1285
CIP-1020-06,Diptera,Brachycera,Tephritoidea,Tephritidae,,,,,,,,,,,,,,,1,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,,,Trapped insects,1286
CIP-1020-07,Hymenoptera,Apocrita,Apoidea,Apidae,,,,,,,sp. 17,,,,,,,,2,,,,Vicso,Junín,Perú,America del Sur,,,18-Apr-06,"Rojas, J.",,,,,Brassica Campestri,1287
CIP-1021-06,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,,,,,,,,,,,,,,,1,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,,,Trapped insects,1288
CIP-1021-07,Diptera,Brachycera,Oestroidea,Tachinidae,Exoristinae,Goniini,,,Gonia ,,lineata,,Macquart,1851,,,,,2,,,,Vicso,Huancayo,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Smecio Rudbeckiae Folius,1289
CIP-1022-06,Coleoptera,Polyphaga,Scarabaeoidea,Scarabaeidae,,,,,,,,,,,,,,,1,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,,,Trapped insects,1290
CIP-1022-07,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Eristaliini,Eristalina,,Eristalis,Eoseristalis,sp.,,,,,,,,3,,,,Vicso,Junín,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Senecio Rudbeckiaefolus,1291
CIP-1023-06,Diptera,Nematocera,Bibionoidea,Bibionidae,,,,,,,,,,,,,,,3,,,,T5 - F5,Nyandarua,Kenia,Africa,,,18-Jan-99,"Malangi, N. ",,,,,Trapped insects,1292
CIP-1023-07,Diptera,Brachycera,Syrphoidea,Syrphidae,Eristalinae,Eristaliini,Helophilina,,Dolichogyna,,jinei,,Fluke,1951,,,,,6,,,,Vicso,Junín,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Senecio Rudbeckiaefulius,1293
CIP-1024-06,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1294
CIP-1024-07,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,sp. 1,,,,,,,,8,,,,Vicso,Huancayo,Perú,America del Sur,,,25-Apr-06,"Rojas, J.",,,,,Parasitoide pulgon,1295
CIP-1025-06,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,"Konstantinov, A. ",7-Jan-11,,Grupo necesita revision,1296
CIP-1025-07,Lepidoptera,Glossata,Noctuoidea,Noctuidae,,,,,,,sp. 4,,,,,,,,2,,,,Vicso,Huancayo,Perú,America del Sur,,,11-Aug-06,"Rojas, J.",,,,,Dentro campo,1297
CIP-1026-06,Hymenoptera,Apocrita,Apoidea,Colletidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1298
CIP-1026-07,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,sp. 3,,,,,,,,10,,,,Vicso,Huancayo,Perú,America del Sur,,,22-Sep-06,"Rojas, J.",,,,,Senecio Rudbeckiaefolios,1299
CIP-1027-06,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,,,,,,,,,,,,,,,9,,,,Gatanga,Thika,Kenia,Africa,,,19-Nov-99,"Malangi, N. ",,,,,,1300
CIP-1027-07,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Coccinellini,,,Hippodamia,,convergens,,Guérin-Méneville,1842,,,,,2,,,,Vicso,Huancayo,Perú,America del Sur,,,18-Apr-06,"Rojas, J.",,,,,Amarantus,1301
CIP-1028-06,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,,,,,,,,,,,,,,,1,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1302
CIP-1028-07,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Chrysomelini,Doryphorina,,Calligrapha,,curvilinea,,Stål,1859,,,,,2,,,,Vicso,Junín,Perú,America del Sur,,,18-Apr-06,"Rojas, J.",,,,,Amarantus,1303
CIP-1029-06,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,,,,,,,,,,,2,,,,Kari,Nyandarua,Kenia,Africa,,,12-Nov-99,"Malangi, N. ",,,,,,1304
CIP-1029-07,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,Coccinellinae,Coccinellini,,,Eriopis,,sp,,,,,,,,9,,,,Vicso,Junín,Perú,America del Sur,,,1-Apr-06,"Rojas, J.",,,,,"Amarantus, brassica campestri",1305
CIP-103-04,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Incamyia,,cuzcensis,,Townsend,1912,,,,,1,,,,Huancayo,Huancayo,Perú,America del Sur,,,,Alcala,,,,,,1306
CIP-103-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 11,,,,,,,,1,,,,San Bartolo,Junín,Perú,America del Sur,,,13-Apr-06,"Cañedo, V.",Trampa Malaise,,,,,1307
CIP-103-07,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,sp. 21,,,,,,,,1,,,,Ñuñunhuayo,Junín,Perú,America del Sur,,,2-Jun-06,"Cañedo, V.",,,,,S/,1308
CIP-103-08,Coleoptera,Polyphaga,Hydrophiloidea,Histeridae,,,,,,,sp. 1,,,,,,,,11,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1309
CIP-103-88,Hemiptera,Heteroptera,Lygaeoidea,Lygaeidae,,,,,,,,,,,,,,,2,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-090-85 ex camote,1310
CIP-103-89,Hemiptera,Sternorrhyncha,Aleyrodoidea ,Aleyrodidae,Aleyrodinae,,,,Trialeurodes,,vaporariorum,,Westwood,1856,,,,,,,Caihua,,La Molina,Lima,Perú,America del Sur,,,24-Oct-83,"Palacios, M.",,"Russel, L. M.",1-Dec-83,,Ex caihua CIP 029-83 Mosca Blanca,1311
CIP-103-90,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,4,7,,Sweetpotato,,Vitarte,Lima,Perú,America del Sur,,,1-Oct-90,"Urquizo, E.",,,,,Parasitoide de spodoptera cridanio camote,1312
CIP-103-94,Hemiptera,Auchenorrhyncha,Membracoidea,Cicadellidae,Agallinae,,,,Agallia,,sp,,,,,,,,,,,,San Ramon,Huancayo,Perú,America del Sur,,,26-Mar-80,"Palacios, M.",,"Kramer, J. P.",24-Apr-80,,,1313
CIP-1030-06,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,,,,,,,,,,,,,,,,,,,Njabini,Nyandarua,Kenia,Africa,,,22-Nov-00,"Malangi, N. ",,,,,Parasitoids,1314
CIP-1030-07,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Galerucinae,Luperini , Diabroticina ,,Diabrotica,,sp. 2,,,,,,,,10,,Amarantus - Potato,,Vicso,Huancayo,Perú,America del Sur,,Abril-Setiembre,1-Sep-06,"Rojas, J.",,,,,Inicialmente como Chrysomelidae sp.  10 Senecio Rudbeckiaefulius,1315
CIP-1031-06,Diptera,Nematocera,Tipuloidea,Tipulidae,,,,,,,,,,,,,,,2,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1316
CIP-1032-06,Diptera,Brachycera,Syrphoidea,Syrphidae,,,,,,,,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1317
CIP-1032-07,Diptera,Brachycera,Syrphoidea,Syrphidae,Syrphinae,Syrphini,,,Toxomerus,,prob. mutum,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,26-Apr-06,"Rojas, J.",,,,,Brassica campestri,1318
CIP-1033-06,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,,,,,,,,,,,4,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1319
CIP-1033-07,Coleoptera,Polyphaga,Tenebrionoidea,Tenebrionidae,,,,,,,sp. 11,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,11-Aug-06,"Rojas, J.",,,,,JR-477-006,1320
CIP-1034-06,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Campopleginae,Limneriini,,,Prob. Diadegma,,,,,,,,,,9,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,"Kula, R.",23-May-07,"Systematic Entomology Laboratory. Agricultural Resarch Service, USDA",Trapped insets,1321
CIP-1034-07,Coleoptera,Adephaga,Caraboidea,Carabidae,Harpalinae,Harpalini,Anisodactylina,,Notiabia,(Anisotarsus),peruviana,,Dejean,1829,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,9-May-06,"Rojas, J.",,,,, Inicialmente como Carabidae sp. 8     JR-479-006,1322
CIP-1035-06,Hymenoptera,Apocrita,Ichneumonoidea,Braconidae,,,,,,,,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1323
CIP-1035-07,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Entiminae,Cylydrorhinini ,,,Cylydrorhinus,,sp. 1,,,,,,,,1,,,,Vicso,Huancayo,Perú,America del Sur,,,11-Aug-06,"Rojas, J.",,,,,Campo,1324
CIP-1036-06,Diptera,Nematocera,Bibionoidea,Bibionidae,,,,,,,,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1325
CIP-1036-07,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Chrysomelinae,Chrysomelini,Doryphorina,,Calligrapha,,curvilinea,,Stål,1859,,,,,5,,,,La Victoria,Huancayo,Perú,America del Sur,,,19-Jan-07,"Rojas, J.",,,,,Malvacea comun,1326
CIP-1037-06,Hymenoptera,Apocrita,Apoidea,Halictidae,,,,,,,,,,,,,,,2,,,,Njabini,Nyandarua,Kenia,Africa,,,5-Jul-00,"Malangi, N. ",,,,,Trapped insects,1327
CIP-1037-07,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 19,,,,,,,,3,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,1-Jun-06,"Rojas, J.",Trampa malaise,,,,,1328
CIP-1038-06,Hymenoptera,Apocrita,Chalcidoidea,Encyrtidae,,,,,,,,,,,,,,,,,,,Njabini,Nyandarua,Kenia,Africa,,,21-Jun-00,,,,,,Parasitoids,1329
CIP-1038-07,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 12,,,,,,,,2,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,15-Jun-06,"Rojas, J.",Trampa malaise,,,,,1330
CIP-1039-06,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,Tryphoninae,Phytodietini,,,Netelia,,sp.,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,"Kula, R.",23-May-07,"Systematic Entomology Laboratory. Agricultural Resarch Service, USDA",Trapped insects,1331
CIP-1039-07,Diptera,Brachycera,Muscoidea,Anthomyiidae,,,,,,,sp. 4,,,,,,,,2,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,8-Jun-06,"Rojas, J.",Trampa malaise,,,,,1332
CIP-104-04,Diptera,Brachycera,Oestroidea,Tachinidae,Exoristinae,Winthemiini,,,Winthemia,,reliqua,,Cortes & Campos,1971,,,,,1,,,,Tacna,Tacna,Perú,America del Sur,,,14-Jul-69,"Aguilera, A.",,"Cortes, R.",1971,,,1333
CIP-104-05,Coleoptera,Polyphaga,Staphylinoidea,Staphylinidae,,,,,,,,,,,,,,,1,,,,Resana,Huasahuasi,Perú,America del Sur,,,22-Jun-05,"Cañedo, V.",Trampa de caida 2.,"Doria, C.",8-Sep-05,,,1334
CIP-104-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 12,,,,,,,,4,,,,Malambo,Junín,Perú,America del Sur,,,16-Mar-06,"Cañedo, V.",Trampa Malaise,,,,,1335
CIP-104-07,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,sp. 26,,,,,,,,1,,,,Rieran,Junín,Perú,America del Sur,,,23-Jun-06,"Cañedo, V.",,,,,JR-240-006,1336
CIP-104-08,Coleoptera,Polyphaga,Hydrophiloidea,Histeridae,,,,,,,sp 2,,,,,,,,2,,,,Quilmana,Cañete,Perú,America del Sur,,,2006,"Mujica, N.",Trampa de caida,,,,,1337
CIP-104-88,Hemiptera,Heteroptera,Miroidea,Miridae,,,,,,,,,,,,,,,1,,Sweetpotato,,Yurimaguas,Loreto,Perú,America del Sur,,,1-Jul-85,"Zegarra, M.",,,,,CIP-090-85 ex camote,1338
CIP-104-89,Hemiptera,Sternorrhyncha,Aleyrodoidea ,Aleyrodidae,Aleyrodinae,,,,Trialeurodes,,vaporariorum,,Westwood,1856,,,,,,,Potato,,La Molina,Lima,Perú,America del Sur,,,24-Oct-83,"Palacios, M.",,"Russel, L. M.",1-Dec-83,,Ex papa CIP 030-83,1339
CIP-104-90,Hymenoptera,Apocrita,Ichneumonoidea,Ichneumonidae,,,,,,,,,,,,,,4,8,,,,Vitarte,Lima,Perú,America del Sur,,,1-Oct-90,"Urquizo, E.",,,,,Parasitoide de pebogos o  Badellia,1340
CIP-104-94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1341
CIP-1040-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,,,,,,,,,2,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,,,,Trapped insects,1342
CIP-1040-07,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,sp. 1,,,,,,,,4,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,8-Jun-06,"Rojas, J.",Trampa Malaise,,,,,1343
CIP-1041-06,Diptera,Brachycera,Muscoidea,Muscidae,,,,,,,,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,,,,Trapped insects,1344
CIP-1041-07,Diptera,Brachycera,Oestroidea,Tachinidae,,,,,Dolichostoma,,sp. 4-22,,,,,,,,2,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,8-Jun-06,"Rojas, J.",Trampa malaise,Monty Wood,24-Feb-11,,,1345
CIP-1042-06,Diptera,Nematocera,Bibionoidea,Bibionidae,,,,,,,,,,,,,,,2,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,,,,Trapped insects,1346
CIP-1042-07,Lepidoptera,Glossata,Gelechioidea,Gelechiidae,,,,,,,sp. 3,,,,,,,,2,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,8-Jun-06,"Rojas, J.",Trampa malaise,,,,,1347
CIP-1043-06,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,,,,,,,,,,,,,,,4,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,,,,Trapped insects,1348
CIP-1043-07,Diptera,Nematocera,Bibionoidea,Bibionidae,,,,,,,sp. 1,,,,,,,,2,,,,Ñuñunhuayo,Huancayo,Perú,America del Sur,,,1-Jun-06,"Rojas, J.",Trampa malaise,,,,,1349
CIP-1044-06,Coleoptera,Polyphaga,Cucujoidea,Coccinellidae,,,,,,,,,,,,,,,1,,,,Njabini,Nyandarua,Kenia,Africa,,,10-May-00,"Malangi, N. ",,,,,Trapped insects,1350
